Real_Time,Time_ms,Location_Note,CO2,VOC,IAQ,Gas_Res,Temp_Raw,Temp_Comp,Hum_Raw,Hum_Comp,Accuracy
2025-11-27 15:37:55,160943.0,Brodie Tower Seminar Room,500.0,0,0,104949.0,0.0,25.58,41.0,41.18,0.0
2025-11-27 15:37:55,0,Brodie Tower Seminar Room,0,0.49,25.0,105345.0,0.0,25.58,41.0,41.18,0.0
2025-11-27 15:37:56,161973.0,Brodie Tower Seminar Room,500.0,0.49,25.0,104884.0,0.0,25.58,41.0,0,0
2025-11-27 15:37:58,163003.0,Brodie Tower Seminar Room,500.0,0.49,25.0,105081.0,0.0,0,0,41.18,0.0
2025-11-27 15:37:58,164033.0,Brodie Tower Seminar Room,500.0,0.49,25.0,0,0,25.59,41.0,41.16,0.0
2025-11-27 15:37:59,165063.0,Brodie Tower Seminar Room,500.0,0,0,105213.0,0.0,25.59,41.0,41.16,0.0
2025-11-27 15:37:59,0,Brodie Tower Seminar Room,0,0.49,25.0,105081.0,0.0,25.59,41.0,41.16,0.0
2025-11-27 15:38:00,166093.0,Brodie Tower Seminar Room,500.0,0.49,25.0,105081.0,0.0,25.6,41.0,0,0
2025-11-27 15:38:01,167124.0,Brodie Tower Seminar Room,500.0,0.49,25.0,104752.0,0.0,0,0,41.14,0.0
2025-11-27 15:38:02,168214.0,Brodie Tower Seminar Room,500.0,0.49,25.0,0,0,25.6,41.0,41.14,0.0
2025-11-27 15:38:03,169244.0,Brodie Tower Seminar Room,500.0,0,0,105213.0,0.0,25.61,41.0,41.12,0.0
2025-11-27 15:38:03,0,Brodie Tower Seminar Room,0,0.49,25.0,105345.0,0.0,25.61,41.0,41.12,0.0
2025-11-27 15:38:04,170274.0,Brodie Tower Seminar Room,500.0,0.49,25.0,104884.0,0.0,25.61,41.0,0,0
2025-11-27 15:38:05,171304.0,Brodie Tower Seminar Room,500.0,0.49,25.0,104687.0,0.0,0,0,41.12,0.0
2025-11-27 15:38:06,172334.0,Brodie Tower Seminar Room,500.0,0.49,25.0,0,0,25.63,41.0,41.09,0.0
2025-11-27 15:38:07,173364.0,Brodie Tower Seminar Room,500.0,0,0,104426.0,0.0,25.63,41.0,41.09,0.0
2025-11-27 15:38:07,0,Brodie Tower Seminar Room,0,0.49,25.0,104622.0,0.0,25.63,41.0,41.09,0.0
2025-11-27 15:38:08,174455.0,Brodie Tower Seminar Room,500.0,0.49,25.0,104622.0,0.0,25.64,41.0,0,0
2025-11-27 15:38:09,175485.0,Brodie Tower Seminar Room,500.0,0.49,25.0,105744.0,0.0,0,0,41.09,0.0
2025-11-27 15:38:10,176575.0,Brodie Tower Seminar Room,500.0,0.49,25.0,0,0,25.64,41.0,41.09,0.0
